"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","85/723","362/8848",0.234806629834254,2.87353950314451,10.8572816368968,5.64181777580244e-20,9.16795388567897e-19,2.88029644343598e-19,"7157/5728/5979/5290/207/672/1956/4193/2064/4233/595/3569/4609/1026/2260/596/2475/356/7422/1019/5604/4790/5594/5894/2065/3558/3480/3791/1950/3565/5295/3630/5294/3082/5970/3717/2247/627/1021/2335/598/3643/2932/3320/5747/5595/7099/4915/6696/1385/1017/7097/1440/894/898/1277/5293/6256/5578/842/4170/7057/5879/6198/2322/5291/6850/4803/3562/3718/10018/4846/3685/1147/3690/7448/1977/5562/1386/2149/468/5563/7534/5585/200186",85
"Human Diseases","Infectious disease: bacterial","hsa05133","Pertussis","36/723","78/8848",0.461538461538462,5.64826045323971,12.2996693562846,2.42212137217767e-19,3.74852117122734e-18,1.17767304812648e-18,"7124/3569/3586/3553/4790/5594/3576/836/3725/5970/3552/5595/7099/1432/4843/5599/3659/2353/5602/114548/718/834/840/716/720/713/710/717/714/801/23643/727/721/715/725/100293534",36
"Human Diseases","Cancer: specific types","hsa05222","Small cell lung cancer","39/723","93/8848",0.419354838709677,5.13202159461027,11.9489971920239,5.05692269806963e-19,7.47045398578468e-18,2.3469928311615e-18,"7157/5728/5290/207/5925/595/4609/1026/596/1019/4790/581/836/5295/5743/4149/5970/4792/1021/2335/598/5747/5915/1017/4843/898/5293/6256/842/1869/330/331/5291/329/3685/1147/6257/1870/6258",39
"Human Diseases","Infectious disease: viral","hsa05163","Human cytomegalovirus infection","63/723","226/8848",0.278761061946903,3.41144934454522,10.9542798384312,5.45733336828029e-19,7.71144932474389e-18,2.42270634655922e-18,"7157/5290/7124/207/1029/1499/1956/4193/5925/595/3569/355/4609/1026/6774/2475/356/7422/3553/1019/6714/5604/841/4790/5594/5894/3576/7852/581/836/5295/5743/5970/6347/4792/1021/2932/5747/5595/1432/1385/5293/5578/842/1869/5879/6198/5291/6667/3685/1147/3690/2185/5579/29110/1386/1870/468/2002/2923/6892/3710/801",63
"Human Diseases","Drug resistance: antineoplastic","hsa01522","Endocrine resistance","40/723","99/8848",0.404040404040404,4.94460511058021,11.7732780134427,8.90988703791696e-19,1.20654720305126e-17,3.79060983630678e-18,"7157/5290/207/1029/1956/4193/2064/5925/595/2099/1026/596/2475/1019/6714/5604/5594/5894/2100/3480/4318/581/4313/5295/3725/5747/5595/1432/5599/5293/1869/6198/2353/5291/6667/5602/1565/2852/1870/8647",40
"Cellular Processes","Cell growth and death","hsa04210","Apoptosis","47/723","136/8848",0.345588235294118,4.22927345211944,11.3206358454664,1.47268290349689e-18,1.91448777454595e-17,6.01474701638728e-18,"7157/5290/7124/207/355/596/356/5604/841/4790/5594/5894/581/836/5295/8795/3725/5970/4792/598/5595/142/5599/1508/5293/842/4170/330/331/2353/5291/4803/5602/3562/10018/329/1509/1649/1514/1147/840/4217/468/1965/1075/3710/10038",47
"Human Diseases","Infectious disease: viral","hsa05160","Hepatitis C","51/723","159/8848",0.320754716981132,3.92536339674835,11.1032204856959,1.96510812613453e-18,2.45638515766817e-17,7.71722624433399e-18,"7157/5290/7124/207/1499/1956/5925/595/355/4609/3458/1026/6774/356/1019/5604/6772/841/4790/5594/5894/1950/581/836/5295/5970/4792/1021/2932/5595/1017/3627/5293/6256/842/1869/5291/9076/3949/5465/1147/6041/29110/1364/100506658/1870/1965/7534/10062/9075/7122",51
"Environmental Information Processing","Signal transduction","hsa04010","MAPK signaling pathway","73/723","300/8848",0.243333333333333,2.97788842784693,10.3964636055323,3.56923340428032e-18,4.2962994681152e-17,1.349768577837e-17,"7157/5979/7124/207/1956/2064/4233/355/4609/2260/7040/356/7422/3553/5604/4790/5594/5894/2065/3480/3791/1950/836/3630/3725/4149/3082/5970/3552/2247/627/3643/5595/4915/1432/5599/5578/5879/2322/2353/4803/5602/6416/3315/1649/1147/6789/4217/5579/1386/3727/468/2002/8912/773/779/6197/8569/776/775/777/1845/2872/774/55799/9254/783/785/784/8911/5778/782/93589",73
"Human Diseases","Endocrine and metabolic disease","hsa04930","Type II diabetes mellitus","27/723","47/8848",0.574468085106383,7.03028162796857,12.3644838343152,5.46889273490428e-18,6.34782192444247e-17,1.99429547099893e-17,"5290/7124/2475/5594/5295/3630/5315/3643/5595/9370/5599/5580/5293/5291/5602/2645/6517/6514/5590/5581/3651/3099/773/776/775/777/774",27
"Human Diseases","Drug resistance: antineoplastic","hsa01521","EGFR tyrosine kinase inhibitor resistance","35/723","80/8848",0.4375,5.35408022130014,11.6693489493888,6.52915939529229e-18,7.31716139127584e-17,2.29883289053848e-17,"5728/5290/207/1956/2064/4233/3569/6774/596/2475/7422/6714/5604/5594/5894/2065/3480/3791/1950/581/5295/3082/3717/2247/598/2932/5595/558/5293/5578/6198/5291/10018/1977/5579",35
"Human Diseases","Cancer: specific types","hsa05225","Hepatocellular carcinoma","52/723","170/8848",0.305882352941176,3.74335692783337,10.7733912211459,9.24551950154172e-18,1.00159794600035e-16,3.14672067245455e-17,"7157/5728/5290/207/1029/1499/1956/7015/5925/4233/595/4609/1026/7040/2475/1019/5604/5594/5894/3480/581/5295/3082/4780/1021/598/2932/5595/8313/9817/4088/5293/5578/1869/6198/2950/8312/5291/2944/55193/1728/2952/51176/3162/5579/1870/2002/2947/2938/2946/2939/653689",52
"Organismal Systems","Immune system","hsa04610","Complement and coagulation cascades","36/723","88/8848",0.409090909090909,5.00641267446247,11.2667962758516,3.13470965160114e-17,3.28638915087216e-16,1.0324850125817e-16,"5054/5328/5327/2152/7056/1191/5265/2147/7448/718/5340/3075/3827/716/2149/629/720/3426/713/710/1378/717/714/2/624/2243/2161/10544/727/721/3818/715/3053/623/725/100293534",36
"Human Diseases","Infectious disease: parasitic","hsa05142","Chagas disease","39/723","103/8848",0.378640776699029,4.6337670708617,11.0649961698623,3.57524172430096e-17,3.63110487624316e-16,1.14078436597761e-16,"5290/7124/207/3569/355/3458/7040/356/3586/3553/841/4790/5594/3576/3558/5295/3725/5970/6347/4792/5595/7099/1432/4843/7097/5599/5293/5054/2353/5291/1636/5602/6416/1147/718/3827/713/714/624",39
"Human Diseases","Cancer: specific types","hsa05220","Chronic myeloid leukemia","33/723","77/8848",0.428571428571429,5.2448132780083,11.159246621431,1.25086486882496e-16,1.23191237081246e-15,3.87029959413145e-16,"7157/5290/207/1029/4193/5925/595/4609/1026/7040/1019/5604/4790/5594/5894/5781/581/5295/5970/4792/1021/598/5595/4088/5293/3065/1869/5291/6777/3066/1147/6776/1870",33
"Human Diseases","Infectious disease: viral","hsa05166","Human T-cell leukemia virus 1 infection","58/723","223/8848",0.260089686098655,3.18295095795421,9.84855095192454,4.87592029991574e-16,4.6608061690371e-15,1.46428566282299e-15,"7157/5728/11200/5290/7124/207/1029/7015/5925/595/3569/4609/1026/7040/1019/5604/4790/5594/3558/581/5295/3725/3383/5970/1387/4792/598/5595/6513/1437/1385/1017/894/898/4088/5599/5293/1869/331/2353/5291/6777/5602/3718/4316/1958/6416/1147/6776/3932/1386/1870/468/2002/8061/5423/23373/200186",58
"Human Diseases","Cancer: overview","hsa05203","Viral carcinogenesis","55/723","205/8848",0.268292682926829,3.28333839354991,9.86666608463103,6.66861007566191e-16,6.02027298497256e-15,1.89138940742458e-15,"7157/5290/1029/4193/5925/595/1026/6774/1019/6714/841/4790/5594/581/836/5295/3725/5315/5970/1387/4792/1021/5595/1385/1017/894/898/5293/3065/5879/4067/9734/5291/6850/6777/983/3718/9759/3066/8841/6776/718/10013/7874/1386/468/5423/1233/7534/2934/10014/51564/83933/55869/79885",55
"Human Diseases","Cardiovascular disease","hsa05415","Diabetic cardiomyopathy","55/723","205/8848",0.268292682926829,3.28333839354991,9.86666608463103,6.66861007566191e-16,6.02027298497256e-15,1.89138940742458e-15,"5728/5290/207/7040/2475/4790/4318/4313/5295/3630/5970/3643/2932/6513/1432/142/1277/4088/5599/5580/5293/5578/5879/2597/5291/6667/1636/948/5602/2539/1509/4846/5465/2936/5579/6517/5590/183/9377/185/653361/5166/487/1327/815/1375/7384/1340/816/1329/1345/1346/1351/1350/1349",55
"Human Diseases","Infectious disease: viral","hsa05162","Measles","44/723","139/8848",0.316546762589928,3.87386688159846,10.1869782737385,8.06272965557078e-16,7.08212740016352e-15,2.22499225203518e-15,"7157/5290/207/595/3569/355/6774/596/356/3553/1019/6772/841/4790/3558/7161/581/836/5295/3725/5970/3552/4792/1021/598/2932/7099/1017/7097/894/898/5599/5293/842/2353/5291/6777/5602/3718/1147/6776/29110/1965/1457",44
"Human Diseases","Cancer: specific types","hsa05210","Colorectal cancer","34/723","87/8848",0.390804597701149,4.78262666730259,10.5762508651348,1.27732029462142e-15,1.09244498882095e-14,3.43213486366421e-15,"7157/5290/207/1499/1956/595/4609/1026/596/7040/2475/5604/5594/5894/1950/581/836/5295/3725/2932/5595/8313/4088/5599/5293/842/5879/6198/2353/8312/5291/5602/10018/51176",34
"Environmental Information Processing","Signal transduction","hsa04068","FoxO signaling pathway","42/723","133/8848",0.315789473684211,3.8645992574798,9.92913641013135,4.0940960687347e-15,3.41174672394558e-14,1.07186860638938e-14,"5728/5290/207/1956/4193/595/3569/1026/6774/7040/356/3586/5604/5594/5894/3480/1950/5295/3630/1387/3643/5595/1432/1017/894/4088/5599/5293/23411/5291/5347/5602/10018/891/1147/847/6789/7874/6517/5562/5563/5564",42
"Human Diseases","Cancer: overview","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","34/723","90/8848",0.377777777777778,4.6232057783925,10.3054571549231,4.26953097267817e-15,3.46899391530101e-14,1.08985395881522e-14,"5728/5290/207/1956/238/3458/6774/29126/2475/3091/5604/6772/4790/5594/5894/5781/1950/5295/3725/5970/3717/4792/5595/7099/1432/7097/5293/6198/2353/5291/1147/3932/5777/1457",34
"Organismal Systems","Endocrine system","hsa04917","Prolactin signaling pathway","30/723","71/8848",0.422535211267606,5.17094266845889,10.5255748251397,4.98668536668297e-15,3.95286035163894e-14,1.24187029670924e-14,"5290/207/595/2099/6774/6714/5604/6772/4790/5594/5894/2100/5295/3630/5970/3717/2932/5595/1432/894/5599/5293/3659/2353/5291/6777/5602/6776/2645/6514",30
"Human Diseases","Infectious disease: parasitic","hsa05144","Malaria","25/723","50/8848",0.5,6.11894882434301,10.8275273297553,7.63438126971534e-15,5.90755693489878e-14,1.85597740140949e-14,"7124/4233/3569/3458/7040/3586/3553/3576/3082/3383/6347/959/7099/7097/1440/7057/7412/6401/948/5175/6403/3043/3039/3040/1378",25
"Human Diseases","Infectious disease: viral","hsa05169","Epstein-Barr virus infection","53/723","203/8848",0.261083743842365,3.19511613487862,9.43796798009289,7.98617402200399e-15,6.03606176081697e-14,1.89634976777084e-14,"7157/5290/7124/207/4193/5925/595/3569/355/4609/1026/6774/596/1019/6772/841/4790/581/836/7431/5295/3725/3383/5970/4792/1021/1432/1017/695/7097/3627/894/898/5599/5293/3065/842/1869/5879/4067/5291/6850/5602/3718/10018/6416/3066/1147/7874/29110/1870/2923/6892",53
"Organismal Systems","Immune system","hsa04659","Th17 cell differentiation","37/723","108/8848",0.342592592592593,4.19261308334614,9.95767454901635,9.98245923644927e-15,7.37340739055912e-14,2.31650369841048e-14,"3569/3458/6774/7040/2475/3091/3553/6772/4790/5594/3558/3565/3725/50943/5970/3717/4792/3605/5914/3320/5595/1432/4088/5599/6256/2353/6777/5602/3718/196/1147/6776/6257/3932/6095/6258/6097",37
"Human Diseases","Cancer: specific types","hsa05221","Acute myeloid leukemia","29/723","68/8848",0.426470588235294,5.21910340899845,10.4179638425658,1.06475810641476e-14,7.68991965743996e-14,2.41594237011069e-14,"5290/207/595/4609/6774/2475/5604/4790/5594/5894/5295/5970/5914/5595/1437/5293/6198/2322/5291/4353/6777/3562/51176/1147/3728/6776/5467/5292/7704",29
"Cellular Processes","Transport and catabolism","hsa04148","Efferocytosis","45/723","157/8848",0.286624203821656,3.50767767000555,9.45675508033731,2.32087378621204e-14,1.63974778373677e-13,5.15159627603131e-14,"7040/5468/3091/3586/5604/5594/5781/836/5743/3717/5747/5595/6513/1432/1385/558/7376/6256/7057/5879/23411/948/4953/3685/3690/19/834/5175/5467/840/6566/8877/240/5777/1051/1374/10062/383/246/713/714/487/815/1375/816",45
"Human Diseases","Cancer: overview","hsa05230","Central carbon metabolism in cancer","29/723","71/8848",0.408450704225352,4.99857791284359,10.09060405794,4.18069540793348e-14,2.89090639910294e-13,9.08236180446916e-14,"7157/5728/5979/5290/207/1956/2064/4233/4609/2260/2475/3091/5604/5594/5894/5295/5315/5595/6513/5293/2322/5291/2539/3939/2645/51548/6514/3099/23410",29
"Human Diseases","Cancer: specific types","hsa05214","Glioma","30/723","76/8848",0.394736842105263,4.83074907184975,10.004529453378,4.52441948885685e-14,3.06340902891349e-13,9.62431338638409e-14,"7157/5728/5290/207/1029/1956/4193/5925/595/1026/2475/1019/5604/5594/5894/3480/1950/581/5295/1021/5595/5293/5578/1869/5291/5579/1870/801/815/816",30
"Environmental Information Processing","Signal transduction","hsa04024","cAMP signaling pathway","55/723","226/8848",0.243362831858407,2.97824942777757,8.98642049898785,6.17458191168918e-14,4.09538596183466e-13,1.2866475734347e-13,"5290/207/5604/4790/5594/5894/5295/3725/5970/1387/4792/627/5595/1385/5599/5293/1906/5879/2353/5291/1080/5602/1392/5465/1909/2740/10257/2641/2149/476/2903/135/5021/2904/3350/779/5338/2902/776/775/801/5337/134/4881/487/116443/1812/815/2906/2891/3352/3362/116444/816/56670",55
"Human Diseases","Cancer: specific types","hsa05226","Gastric cancer","43/723","150/8848",0.286666666666667,3.50819732595666,9.2417263718144,8.86169820129208e-14,5.76010383083985e-13,1.80965205373754e-13,"7157/5290/207/999/1499/1956/7015/2064/5925/4233/595/4609/1026/596/7040/2475/5604/5594/5894/1950/581/5295/3082/2247/2932/5595/8313/5915/1017/5243/898/4088/5293/6256/1869/6198/8312/5291/51176/3728/6257/1870/6258",43
"Human Diseases","Cancer: specific types","hsa05218","Melanoma","29/723","73/8848",0.397260273972603,4.86163057276568,9.88243733425104,9.91380940537722e-14,6.27723676453852e-13,1.97211972845421e-13,"7157/5728/5290/207/1029/999/1956/4193/5925/4233/595/1026/2260/1019/5604/5594/5894/3480/1950/581/5295/3082/2247/1021/5595/5293/1869/5291/1870",29
"Human Diseases","Cancer: specific types","hsa05213","Endometrial cancer","26/723","59/8848",0.440677966101695,5.39297184518367,10.0988092902979,1.00435788232616e-13,6.27723676453852e-13,1.97211972845421e-13,"7157/5728/5290/207/999/1499/1956/2064/595/4609/1026/5604/5594/5894/1950/581/5295/2932/5595/8313/5293/842/8312/5291/51176/2002",26
"Environmental Information Processing","Signal transduction","hsa04020","Calcium signaling pathway","58/723","254/8848",0.228346456692913,2.79448056544799,8.65592371450138,2.40416046408324e-13,1.47424934118312e-12,4.63164975205709e-13,"5979/1956/2064/4233/2260/7422/2065/7852/3791/1950/3082/2247/4915/4843/5578/4803/4846/2185/1909/5737/5579/8877/952/2149/2903/135/185/5021/2904/8912/773/779/2902/776/3710/624/775/801/1139/1131/777/487/116443/147/1812/815/2906/774/90550/623/3362/116444/816/6546/5025/6543/8911/89832",58
"Environmental Information Processing","Signal transduction","hsa04012","ErbB signaling pathway","31/723","86/8848",0.36046511627907,4.41133519894496,9.4826009339931,3.13475273034952e-13,1.88665673585851e-12,5.92731023087532e-13,"5290/207/1956/2064/4609/1026/2475/6714/5604/5594/5894/2065/1950/5295/3725/2932/5747/5595/5599/5293/5578/6198/5291/6777/5602/6416/6776/5579/2002/815/816",31
"Human Diseases","Infectious disease: parasitic","hsa05140","Leishmaniasis","29/723","77/8848",0.376623376623377,4.60907833521941,9.4879544943551,5.02397316863572e-13,2.92872505070217e-12,9.20117667750965e-13,"7124/3458/7040/3586/3553/6772/4790/5594/3565/5743/3725/5970/3552/3717/4792/5595/7099/1432/4843/7097/2353/718/5579/5777/2002/1915/653361/1378/1917",29
"Cellular Processes","Cell growth and death","hsa04218","Cellular senescence","43/723","157/8848",0.273885350318471,3.35178088467197,8.86884949169428,5.0464185489022e-13,2.92872505070217e-12,9.20117667750965e-13,"7157/5728/11200/5290/207/1029/4193/5925/595/3569/4609/1026/7040/2475/1019/5604/4790/5594/5894/3576/5295/5970/3552/1021/5595/1432/1017/894/898/4088/3486/5293/5054/1869/23411/5291/983/891/1870/776/3710/801/90550",43
"Organismal Systems","Endocrine system","hsa04919","Thyroid hormone signaling pathway","37/723","122/8848",0.30327868852459,3.71149354919166,8.99572900759515,7.42276124459054e-13,4.23227614823145e-12,1.32965436883709e-12,"7157/5290/7068/207/1499/4193/595/2099/4609/2475/3091/6714/5604/6772/5594/5894/1733/5295/1387/2932/5595/6513/5293/3065/6256/5578/842/5291/3066/3685/8841/3690/6257/5579/476/6258/487",37
"Organismal Systems","Immune system","hsa04625","C-type lectin receptor signaling pathway","34/723","105/8848",0.323809523809524,3.96274781005071,9.10992021828259,7.92657255112019e-13,4.441613929507e-12,1.39542202805564e-12,"5290/7124/207/4193/3569/3586/3553/6714/6772/841/4790/5594/5894/5781/3558/5295/5743/3725/5970/4792/5595/1432/5599/5580/5293/3659/5291/6850/5602/114548/1147/834/3710/801",34
"Organismal Systems","Endocrine system","hsa04920","Adipocytokine signaling pathway","27/723","70/8848",0.385714285714286,4.72033195020747,9.3215557464653,1.65316610748483e-12,9.1064234734334e-12,2.86096543132968e-12,"7124/207/6774/2475/4790/5781/5970/3717/4792/6513/9370/5599/6256/948/5602/5465/1147/10891/6257/6517/5562/5563/6258/1374/5564/2182/1375",27
