"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0042692","muscle cell differentiation","13/74","428/18888",0.0303738317757009,7.75271533215458,8.86219411178056,1.03410776332103e-08,9.83934386656193e-07,5.78132761248481e-07,"596/7040/836/1906/9734/9759/5465/8841/6095/8912/779/9254/785",13
"BP","GO:0035249","synaptic transmission, glutamatergic","8/74","113/18888",0.0707964601769911,18.0703181057163,11.4142569104515,1.38639732727236e-08,1.27201954777239e-06,7.47403671920511e-07,"10013/2903/2904/2902/116443/2906/785/116444",8
"BP","GO:0032355","response to estradiol","8/74","115/18888",0.0695652173913043,17.7560517038778,11.3034378840827,1.59255871979874e-08,1.36892535632976e-06,8.04342857543123e-07,"2099/7040/841/2100/836/842/1728/952",8
"BP","GO:0006476","protein deacetylation","6/74","43/18888",0.13953488372093,35.6153362664991,14.2515300194442,1.59858936122587e-08,1.36892535632976e-06,8.04342857543123e-07,"3065/9734/9759/8841/10013/5563",6
"BP","GO:1903169","regulation of calcium ion transmembrane transport","9/74","168/18888",0.0535714285714286,13.6737451737452,10.3481679703427,1.89299417910317e-08,1.5687425955213e-06,9.21749967006432e-07,"596/581/2147/2902/775/783/785/784/782",9
"BP","GO:0007204","positive regulation of cytosolic calcium ion concentration","9/74","169/18888",0.0532544378698225,13.5928354389893,10.3129363761212,1.99326435090144e-08,1.60021753670806e-06,9.40243776050217e-07,"2099/596/581/1906/952/773/2902/775/784",9
"BP","GO:0003012","muscle system process","13/74","459/18888",0.028322440087146,7.22911146440558,8.47302211984662,2.36469731656114e-08,1.84088103219563e-06,1.08165102135524e-06,"1906/5578/9759/5465/3066/952/8912/779/776/775/1131/783/782",13
"BP","GO:0098659","inorganic cation import across plasma membrane","8/74","126/18888",0.0634920634920635,16.2059202059202,10.7402698726277,3.26761881872671e-08,2.3984322129454e-06,1.40925274768544e-06,"8912/773/779/776/775/777/774/8911",8
"BP","GO:0099587","inorganic ion import across plasma membrane","8/74","126/18888",0.0634920634920635,16.2059202059202,10.7402698726277,3.26761881872671e-08,2.3984322129454e-06,1.40925274768544e-06,"8912/773/779/776/775/777/774/8911",8
"BP","GO:0014075","response to amine","6/74","49/18888",0.122448979591837,31.2542746828461,13.2988057568703,3.5994437483036e-08,2.56860305260887e-06,1.5092404488501e-06,"1906/9734/1728/3066/10013/2903",6
"BP","GO:0042178","xenobiotic catabolic process","5/74","25/18888",0.2,51.0486486486487,15.7041255200745,4.021652662841e-08,2.75671371428749e-06,1.61976909560889e-06,"1576/1565/1543/8856/1429",5
"BP","GO:0007215","glutamate receptor signaling pathway","6/74","50/18888",0.12,30.6291891891892,13.1566146043708,4.07766139131665e-08,2.75671371428749e-06,1.61976909560889e-06,"2903/2904/2902/116443/2906/116444",6
"BP","GO:0035601","protein deacylation","6/74","52/18888",0.115384615384615,29.4511434511435,12.8843892404497,5.19195950357982e-08,3.42003691402476e-06,2.00951954875397e-06,"3065/9734/9759/8841/10013/5563",6
"BP","GO:0055074","calcium ion homeostasis","11/74","326/18888",0.0337423312883436,8.61250207262477,8.69522090611068,5.43006123803762e-08,3.42075359326118e-06,2.00994064974556e-06,"596/581/7421/1906/2147/1594/779/2902/775/783/785",11
"BP","GO:0050804","modulation of chemical synaptic transmission","13/74","493/18888",0.026369168356998,6.73055205306727,8.08587094558363,5.46198914401133e-08,3.42075359326118e-06,2.00994064974556e-06,"1906/10013/952/2903/2904/773/2902/116443/2906/774/9254/785/116444",13
"BP","GO:0099177","regulation of trans-synaptic signaling","13/74","494/18888",0.0263157894736842,6.71692745376956,8.07504302029496,5.59251268653054e-08,3.42075359326118e-06,2.00994064974556e-06,"1906/10013/952/2903/2904/773/2902/116443/2906/774/9254/785/116444",13
"BP","GO:0008202","steroid metabolic process","11/74","329/18888",0.033434650455927,8.533968619075,8.64572166857833,5.95969766835158e-08,3.56057286278958e-06,2.09209460377385e-06,"2099/1576/1565/1543/1594/6095/5563/1571/8856/8912/6820",11
"BP","GO:0032409","regulation of transporter activity","10/74","260/18888",0.0384615384615385,9.81704781704782,8.97808133790416,6.80984145813904e-08,3.97601879680891e-06,2.33619919879698e-06,"596/1906/6256/1612/776/1131/783/785/784/782",10
"BP","GO:0060402","calcium ion transport into cytosol","5/74","28/18888",0.178571428571429,45.5791505791506,14.8046021438553,7.37157063682036e-08,4.20834777022033e-06,2.47270930835097e-06,"596/581/2902/775/784",5
"BP","GO:0007528","neuromuscular junction development","6/74","56/18888",0.107142857142857,27.3474903474903,12.3834548488295,8.17863296210489e-08,4.47040597439308e-06,2.6266874955562e-06,"779/9254/783/785/784/782",6
"BP","GO:0098732","macromolecule deacylation","6/74","56/18888",0.107142857142857,27.3474903474903,12.3834548488295,8.17863296210489e-08,4.47040597439308e-06,2.6266874955562e-06,"3065/9734/9759/8841/10013/5563",6
"BP","GO:0051153","regulation of striated muscle cell differentiation","7/74","97/18888",0.0721649484536082,18.4196154917804,10.7871387651424,1.02807722613462e-07,5.45853184720487e-06,3.20728305869242e-06,"596/7040/1906/9734/9759/5465/8841",7
"BP","GO:0098976","excitatory chemical synaptic transmission","4/74","12/18888",0.333333333333333,85.0810810810811,18.272194349969,1.04912967846494e-07,5.45853184720487e-06,3.20728305869242e-06,"2903/2904/2902/2906",4
"BP","GO:0099505","regulation of presynaptic membrane potential","5/74","30/18888",0.166666666666667,42.5405405405405,14.2804448144372,1.06238455570356e-07,5.45853184720487e-06,3.20728305869242e-06,"2904/2906/116444/2558/2560",5
"BP","GO:0070482","response to oxygen levels","11/74","354/18888",0.0310734463276836,7.93128721942281,8.2563430095807,1.2496587210011e-07,6.29484951814085e-06,3.69868030116735e-06,"596/7040/836/1906/842/5465/3066/1543/952/6095/5423",11
"BP","GO:0071383","cellular response to steroid hormone stimulus","9/74","213/18888",0.0422535211267606,10.7849257708413,9.00686829196877,1.45962082755624e-07,7.2110882807538e-06,4.23703697715718e-06,"2099/367/2100/1906/3065/6256/842/5465/10013",9
"BP","GO:0010469","regulation of signaling receptor activity","7/74","104/18888",0.0673076923076923,17.1798336798337,10.3765614671569,1.66349714460774e-07,8.06325314056093e-06,4.73774559159385e-06,"5054/1906/3065/1612/5465/3066/10013",7
"BP","GO:1901654","response to ketone","9/74","217/18888",0.0414746543778802,10.5861252958027,8.90729751998068,1.70979206945749e-07,8.1341774563635e-06,4.77941876725544e-06,"7040/367/1906/842/1728/10013/952/5563/2560",9
"BP","GO:0001975","response to amphetamine","5/74","33/18888",0.151515151515152,38.6732186732187,13.5841731359193,1.75324748012497e-07,8.18925959352916e-06,4.81178351483101e-06,"1906/9734/3066/10013/2903",5
"BP","GO:0048511","rhythmic process","10/74","297/18888",0.0336700336700337,8.59404859404859,8.27288526551208,2.34786614081702e-07,1.07708359209981e-05,6.32864670287895e-06,"2099/836/3065/5465/3066/8841/6095/5563/116443/2560",10
"BP","GO:0022898","regulation of transmembrane transporter activity","9/74","229/18888",0.0393013100436681,10.0313938392541,8.62353082938612,2.69758162556958e-07,1.21580477124355e-05,7.14373416632831e-06,"596/1906/1612/776/1131/783/785/784/782",9
"BP","GO:0051968","positive regulation of synaptic transmission, glutamatergic","5/74","36/18888",0.138888888888889,35.4504504504505,12.9755035201799,2.75958177648323e-07,1.22230441099748e-05,7.18192426039373e-06,"10013/2903/2904/2902/2906",5
"BP","GO:1904035","regulation of epithelial cell apoptotic process","7/74","115/18888",0.0608695652173913,15.5365452408931,9.80618460025198,3.31558416557794e-07,1.44368402057114e-05,8.48268990800849e-06,"2099/596/7040/581/5054/5465/5563",7
"BP","GO:0010959","regulation of metal ion transport","11/74","394/18888",0.0279187817258883,7.12608039511593,7.70676570986287,3.64314796930256e-07,1.55987452218971e-05,9.16539331224539e-06,"596/581/2147/2902/776/775/783/785/116444/784/782",11
"BP","GO:0072593","reactive oxygen species metabolic process","9/74","238/18888",0.0378151260504202,9.6520554167613,8.42413141376968,3.73356675252956e-07,1.57238245692598e-05,9.23888649374874e-06,"596/7040/1906/1728/2147/5465/1543/10013/2902",9
"BP","GO:0051146","striated muscle cell differentiation","10/74","313/18888",0.0319488817891374,8.15473620585442,8.00494152398723,3.80546619480782e-07,1.57681333136472e-05,9.26492109228254e-06,"596/7040/836/1906/9734/9759/5465/8841/8912/779",10
"BP","GO:0022612","gland morphogenesis","7/74","125/18888",0.056,14.2936216216216,9.35198842497875,5.84965013614851e-07,2.38535733329611e-05,1.40157030831027e-05,"2099/596/7040/367/581/7421/5423",7
"BP","GO:2001056","positive regulation of cysteine-type endopeptidase activity","7/74","127/18888",0.0551181102362205,14.0685252181315,9.26738550485961,6.5144273301517e-07,2.61493184549371e-05,1.53646197227591e-05,"841/581/842/2152/1612/2903/2904",7
"BP","GO:0098661","inorganic anion transmembrane transport","7/74","130/18888",0.0538461538461538,13.7438669438669,9.14400424510057,7.62991098865458e-07,3.01557558920825e-05,1.77186920772966e-05,"7421/2561/2563/2556/2558/55879/2560",7
"BP","GO:0009755","hormone-mediated signaling pathway","8/74","196/18888",0.0408163265306122,10.4180915609487,8.31227375836927,9.77780838094692e-07,3.80593783797767e-05,2.23626430913523e-05,"7068/2099/367/2100/3065/6256/5465/10013",8
"BP","GO:0032496","response to lipopolysaccharide","10/74","348/18888",0.028735632183908,7.33457595526561,7.48012895811377,9.99845672356219e-07,3.83373661534795e-05,2.25259810551268e-05,"841/836/5054/1906/5578/842/1728/3066/1543/1594",10
"BP","GO:0006775","fat-soluble vitamin metabolic process","5/74","47/18888",0.106382978723404,27.1535365152386,11.2585939800215,1.08585711104933e-06,4.10230429159667e-05,2.41040107932623e-05,"1728/1576/1543/1594/79001",5
"BP","GO:0043401","steroid hormone mediated signaling pathway","7/74","139/18888",0.0503597122302158,12.8539762784367,8.79709292651688,1.19830141357037e-06,4.46150192965548e-05,2.6214557239663e-05,"2099/367/2100/3065/6256/5465/10013",7
"BP","GO:0061577","calcium ion transmembrane transport via high voltage-gated calcium channel","4/74","21/18888",0.19047619047619,48.6177606177606,13.6925384846146,1.23506873948446e-06,4.53270227390797e-05,2.66329108634694e-05,"775/783/784/782",4
"BP","GO:0098739","import across plasma membrane","8/74","203/18888",0.0394088669950739,10.0588470243643,8.13825275489228,1.27316119322072e-06,4.60669169772398e-05,2.70676523510528e-05,"8912/773/779/776/775/777/774/8911",8
"BP","GO:0044703","multi-organism reproductive process","8/74","204/18888",0.0392156862745098,10.0095389507154,8.11408404508573,1.32100440330707e-06,4.71341710013316e-05,2.76947414377536e-05,"2099/596/367/7421/1906/1543/1594/952",8
"BP","GO:0042113","B cell activation","9/74","278/18888",0.0323741007194245,8.26327046470931,7.65135245599681,1.36425434914045e-06,4.80105400402989e-05,2.82096717616065e-05,"596/7040/841/581/836/3575/9734/9759/952",9
"BP","GO:0052548","regulation of endopeptidase activity","9/74","280/18888",0.0321428571428571,8.2042471042471,7.6168350000669,1.44750010827028e-06,5.02517267317074e-05,2.95265313692686e-05,"841/581/5054/3065/842/2152/1612/2903/2904",9
"BP","GO:0035094","response to nicotine","5/74","50/18888",0.1,25.5243243243243,10.8898384463878,1.48621061702997e-06,5.09076676686665e-05,2.99119442080137e-05,"596/836/1906/5465/3066",5
"BP","GO:0002237","response to molecule of bacterial origin","10/74","369/18888",0.02710027100271,6.91716106350253,7.19904002638657,1.69553876461157e-06,5.73136721879886e-05,3.36759361281579e-05,"841/836/5054/1906/5578/842/1728/3066/1543/1594",10
"BP","GO:0044706","multi-multicellular organism process","8/74","212/18888",0.0377358490566038,9.63182049974503,7.92656779696228,1.7620931128145e-06,5.87898338548111e-05,3.45432880898974e-05,"2099/596/367/7421/1906/1543/1594/952",8
"BP","GO:0051402","neuron apoptotic process","9/74","292/18888",0.0308219178082192,7.86708626434654,7.4167038886928,2.04525009368792e-06,6.73621473164649e-05,3.95801435134747e-05,"7068/596/841/581/836/842/1728/5423/10280",9
"BP","GO:0010950","positive regulation of endopeptidase activity","7/74","153/18888",0.0457516339869281,11.6777954425013,8.3168188773657,2.27822057952955e-06,7.40854261874861e-05,4.35305571091988e-05,"841/581/842/2152/1612/2903/2904",7
"BP","GO:0032412","regulation of monoatomic ion transmembrane transporter activity","8/74","221/18888",0.0361990950226244,9.23957441604501,7.72716940879446,2.40265799324903e-06,7.71553548082095e-05,4.53343626620936e-05,"1906/1612/776/1131/783/785/784/782",8
"BP","GO:0006874","intracellular calcium ion homeostasis","9/74","302/18888",0.0298013245033113,7.6065867191695,7.25845895344475,2.69549473250645e-06,8.54904440470257e-05,5.02318316623035e-05,"596/581/7421/1906/2147/779/775/783/785",9
"BP","GO:0042542","response to hydrogen peroxide","6/74","101/18888",0.0594059405940594,15.1629649451432,8.95040999378625,2.77830195193347e-06,8.70421672502084e-05,5.11435815028575e-05,"596/836/1906/1728/3066/10013",6
"BP","GO:0052547","regulation of peptidase activity","9/74","304/18888",0.0296052631578947,7.55654338549075,7.22767994453793,2.8449767481922e-06,8.80571718807923e-05,5.17399702841802e-05,"841/581/5054/3065/842/2152/1612/2903/2904",9
"BP","GO:0050808","synapse organization","11/74","493/18888",0.0223123732251521,5.69508250644153,6.62481221257444,3.24746447847112e-06,9.93182886332417e-05,5.83566925078645e-05,"10013/2561/2904/779/2556/9254/783/785/2558/784/782",11
"BP","GO:0042759","long-chain fatty acid biosynthetic process","4/74","27/18888",0.148148148148148,37.8138138138138,12.0051368830146,3.5577669260287e-06,0.000107528273329032,6.31806535222929e-05,"1576/1565/1543/1571",4
"BP","GO:0001666","response to hypoxia","9/74","313/18888",0.0287539936102236,7.33926258526897,7.09256425956773,3.60945392736783e-06,0.000107821943481488,6.33532060201403e-05,"596/7040/836/1906/842/5465/1543/952/6095",9
"BP","GO:0051147","regulation of muscle cell differentiation","7/74","165/18888",0.0424242424242424,10.8285012285012,7.95240207432579,3.76189171852121e-06,0.000111083906033115,6.52698454247963e-05,"596/7040/1906/9734/9759/5465/8841",7
"BP","GO:0010952","positive regulation of peptidase activity","7/74","167/18888",0.0419161676646707,10.6988185790581,7.89531260159945,4.07394198502132e-06,0.000118931329085452,6.98807751976146e-05,"841/581/842/2152/1612/2903/2904",7
"BP","GO:1902476","chloride transmembrane transport","6/74","109/18888",0.055045871559633,14.0500867840317,8.56933651870563,4.33108645424491e-06,0.000125017540460171,7.34568654688019e-05,"2561/2563/2556/2558/55879/2560",6
"BP","GO:0015698","inorganic anion transport","7/74","169/18888",0.0414201183431953,10.5722053414361,7.83918325175235,4.40728441489887e-06,0.000125803485131947,7.39186649235671e-05,"7421/2561/2563/2556/2558/55879/2560",7
"BP","GO:2000273","positive regulation of signaling receptor activity","4/74","29/18888",0.137931034482759,35.2059645852749,11.5610769175341,4.78638452155986e-06,0.000135123316877882,7.93947415143649e-05,"1906/3065/3066/10013",4
"BP","GO:0001558","regulation of cell growth","10/74","418/18888",0.0239234449760766,6.10629768524505,6.62090875724571,5.13958531837828e-06,0.000140782094277876,8.27196833478005e-05,"596/7040/2100/1906/2147/5465/10013/1594/952/4133",10
"BP","GO:0036293","response to decreased oxygen levels","9/74","327/18888",0.0275229357798165,7.02504339201587,6.89271227822498,5.14872475439426e-06,0.000140782094277876,8.27196833478005e-05,"596/7040/836/1906/842/5465/1543/952/6095",9
"BP","GO:0090257","regulation of muscle system process","8/74","245/18888",0.0326530612244898,8.33447324875896,7.24687635422157,5.15123272172844e-06,0.000140782094277876,8.27196833478005e-05,"1906/5578/9759/5465/779/775/1131/782",8
"BP","GO:0050820","positive regulation of coagulation","4/74","30/18888",0.133333333333333,34.0324324324324,11.355601595449,5.50640699325057e-06,0.000147353745475633,8.65810046965057e-05,"5054/2152/2147/79001",4
"BP","GO:1901385","regulation of voltage-gated calcium channel activity","4/74","30/18888",0.133333333333333,34.0324324324324,11.355601595449,5.50640699325057e-06,0.000147353745475633,8.65810046965057e-05,"783/785/784/782",4
"BP","GO:0045862","positive regulation of proteolysis","9/74","336/18888",0.0267857142857143,6.83687258687259,6.77035224026385,6.41125399969748e-06,0.000169799087888895,9.97692700549776e-05,"841/581/5747/842/2152/1612/3066/2903/2904",9
"BP","GO:0051928","positive regulation of calcium ion transport","6/74","117/18888",0.0512820512820513,13.0893970893971,8.22641564797567,6.52619164000128e-06,0.000171079452277177,0.000100521576925476,"581/2147/2902/776/783/784",6
"BP","GO:0032025","response to cobalt ion","3/74","10/18888",0.3,76.572972972973,14.9915071633726,6.79202061923227e-06,0.000174487009708077,0.000102523763873464,"841/836/842",3
"BP","GO:0070562","regulation of vitamin D receptor signaling pathway","3/74","10/18888",0.3,76.572972972973,14.9915071633726,6.79202061923227e-06,0.000174487009708077,0.000102523763873464,"7421/6256/1594",3
"BP","GO:2000463","positive regulation of excitatory postsynaptic potential","4/74","32/18888",0.125,31.9054054054054,10.9734055375972,7.18264060323625e-06,0.000182695086234791,0.000107346603700269,"2903/2904/2902/2906",4
"BP","GO:0030193","regulation of blood coagulation","5/74","69/18888",0.072463768115942,18.4958871915394,9.13101432790379,7.4404989655878e-06,0.000185579047015486,0.000109041139669422,"5054/1906/2152/2147/79001",5
"BP","GO:0043525","positive regulation of neuron apoptotic process","5/74","69/18888",0.072463768115942,18.4958871915394,9.13101432790379,7.4404989655878e-06,0.000185579047015486,0.000109041139669422,"841/581/836/842/1728",5
"BP","GO:0032922","circadian regulation of gene expression","5/74","70/18888",0.0714285714285714,18.2316602316602,9.05828938255113,7.98851431450524e-06,0.000197331666095807,0.000115946655131584,"3065/5465/3066/8841/6095",5
"BP","GO:1903522","regulation of blood circulation","8/74","262/18888",0.0305343511450382,7.79368681658758,6.94469455127808,8.41919364516233e-06,0.000205989604518305,0.000121033821425191,"7068/1906/952/8912/776/775/1131/783",8
"BP","GO:1900046","regulation of hemostasis","5/74","71/18888",0.0704225352112676,17.9748762847354,8.98705459248891,8.56761152347966e-06,0.000207643339658672,0.000122005510671994,"5054/1906/2152/2147/79001",5
"BP","GO:0006821","chloride transport","6/74","124/18888",0.0483870967741935,12.3504795117698,7.95278276721271,9.11886696896594e-06,0.000218938030310967,0.000128641959995053,"2561/2563/2556/2558/55879/2560",6
"BP","GO:0001782","B cell homeostasis","4/74","34/18888",0.117647058823529,30.0286168521463,10.6248016345882,9.20839878774532e-06,0.000219040523015905,0.000128702181887201,"596/581/836/3575",4
"BP","GO:0030308","negative regulation of cell growth","7/74","190/18888",0.0368421052631579,9.40369843527738,7.30140539510925,9.50642625173642e-06,0.000222018264006462,0.00013045182052622,"596/7040/2100/5465/10013/1594/4133",7
"BP","GO:2000116","regulation of cysteine-type endopeptidase activity","7/74","190/18888",0.0368421052631579,9.40369843527738,7.30140539510925,9.50642625173642e-06,0.000222018264006462,0.00013045182052622,"841/581/842/2152/1612/2903/2904",7
"BP","GO:0048732","gland development","10/74","449/18888",0.022271714922049,5.68470474929272,6.30076806772734,9.6161765774578e-06,0.000222558176824226,0.000130769058435984,"2099/596/7040/367/581/7421/1906/1543/5423/785",10
"BP","GO:0006936","muscle contraction","9/74","355/18888",0.0253521126760563,6.47095546250476,6.52621343795634,9.97131973442857e-06,0.000228717146408455,0.000134387899428295,"1906/952/8912/779/776/775/1131/783/782",9
"BP","GO:0050818","regulation of coagulation","5/74","74/18888",0.0675675675675676,17.2461650840029,8.78178766675748,1.05039443817635e-05,0.000238802062980093,0.000140313518802505,"5054/1906/2152/2147/79001",5
"BP","GO:0010038","response to metal ion","9/74","360/18888",0.025,6.38108108108108,6.46492209026881,1.11499072786803e-05,0.000251264138587102,0.000147635891390836,"596/841/836/1906/842/1728/1543/5563/8912",9
"BP","GO:0070561","vitamin D receptor signaling pathway","3/74","12/18888",0.25,63.8108108108108,13.6498166728795,1.23819918678948e-05,0.00027660293137932,0.000162524268545182,"7421/6256/1594",3
"BP","GO:0042476","odontogenesis","6/74","133/18888",0.0451127819548872,11.5147327778907,7.6317178601188,1.36184562963801e-05,0.000301601846770694,0.000177212943094456,"581/5054/1906/3065/5465/3066",6
"BP","GO:0055001","muscle cell development","7/74","204/18888",0.0343137254901961,8.75834658187599,6.98724724545939,1.50881046850783e-05,0.000331293512273215,0.000194658948433669,"596/1906/9734/5465/779/9254/785",7
"BP","GO:0051966","regulation of synaptic transmission, glutamatergic","5/74","80/18888",0.0625,15.9527027027027,8.40524088098004,1.53922950292516e-05,0.000335108524831757,0.000196900544798812,"10013/2903/2904/2902/2906",5
"BP","GO:0061041","regulation of wound healing","6/74","138/18888",0.0434782608695652,11.0975323149236,7.46639460578055,1.68043595913651e-05,0.000359753331585141,0.000211381154859803,"5747/5054/1906/2152/2147/79001",6
"BP","GO:1904064","positive regulation of cation transmembrane transport","6/74","138/18888",0.0434782608695652,11.0975323149236,7.46639460578055,1.68043595913651e-05,0.000359753331585141,0.000211381154859803,"581/1906/2147/2902/783/784",6
"BP","GO:1904427","positive regulation of calcium ion transmembrane transport","5/74","82/18888",0.0609756097560976,15.5636123928807,8.28866528608603,1.73643251816214e-05,0.000368669019765168,0.000216619767815964,"581/2147/2902/783/784",5
